IsCollision,A.X,A.Y,A.Pitch,A.Roll,A.Yaw,B.X,B.Y,B.Pitch,B.Roll,B.Yaw,C.X,C.Y,C.Pitch,C.Roll,C.Yaw
False,15.649589538574219,-2.9889675909653306,-0.0009235142591139613,7.900748565678406e-05,0.00016894717005735749,2.852147102355957,-13.303961038589478,-0.0005316733958131079,-0.00035526557951995357,-0.04513951326995476,32.89851760864258,-2.988014832139015,0.00880396297710552,6.969977934450307e-05,0.00013536012789043452
False,15.924556732177734,-2.988771667703986,-0.0010157821423144252,7.905771947758481e-05,0.00016677215736363957,3.0360569953918457,-13.312036037445068,-0.0012595654295034465,-0.00026471828500948866,-0.04473366446468238,33.165632247924805,-2.987758483737707,0.008789896351848911,6.970330117670417e-05,0.0001366761191085435
False,16.23310089111328,-2.988552551716566,-0.001125931642309719,7.911583826559587e-05,0.0001641205729396348,3.2144088745117188,-13.318673133850098,-0.0017033816900102472,-0.00034194996982606904,-0.04357252291118934,33.43453788757324,-2.98750030528754,0.008775233660253137,6.971176833015713e-05,0.00013806158236351698
False,16.520647048950195,-2.9883502200245857,-0.0012111662313240771,7.916128321543874e-05,0.00016158948460136114,3.4014949798583984,-13.328527688980103,-0.0016388891898424063,-2.663152778344877e-06,-0.044919551192845686,33.72137641906738,-2.9872250370681286,0.008760689659859476,6.971974744679959e-05,0.00013943231263164143
False,16.804180145263672,-2.988150330260396,-0.0012698173758443846,7.919670826537806e-05,0.00015915233405565583,3.5672168731689453,-13.33781361579895,-0.001353382940090906,0.0002452732047716855,-0.046506782043156884,33.976118087768555,-2.9869799809530377,0.008748530854845862,6.972875997536036e-05,0.0001405661661152714
False,17.068885803222656,-2.9879647828638554,-0.001318335421630419,7.92234876151132e-05,0.0001568622470409711,3.7337327003479004,-13.347873449325562,-0.0011047122803121581,0.0004607267223911717,-0.04850948634076083,34.233015060424805,-2.986733093857765,0.008736966773623836,6.973227758599598e-05,0.0001416838866421872
False,17.346473693847656,-2.987771607004106,-0.001367211167794882,7.924954863743456e-05,0.00015441106487579367,3.909121036529541,-13.35580563545227,-0.0010386703135076827,0.00025117447786964403,-0.048105217711503744,34.50662803649902,-2.9864694215357304,0.00872325726754037,6.973798351769781e-05,0.00014301552005317018
False,17.622230529785156,-2.9875796511769295,-0.0014221667085651626,7.927336268579225e-05,0.000151876580367323,4.084707260131836,-13.363697528839111,-0.0009204148275522261,0.00010814395110687651,-0.04760720304085542,34.78294372558594,-2.9862033082172275,0.008709548282600513,6.974525978132227e-05,0.00014433340240418966
False,17.881324768066406,-2.9873999021947384,-0.0014578103381895342,7.928936185711914e-05,0.00014950446291962633,4.251430511474609,-13.368720531463623,-0.0008046627056036673,-0.00027643609085598703,-0.045128335929544273,35.046762466430664,-2.9859475707635283,0.008698103827864071,6.975095802345466e-05,0.0001454260983627367
False,18.15193748474121,-2.9872125247493386,-0.0014513730572100244,7.927768269965392e-05,0.00014725108466115893,4.427114009857178,-13.375788450241089,-0.000680685002282537,-0.000260457159756939,-0.04427186317082074,35.32640552520752,-2.985677795484662,0.008684872625657593,6.975765279833034e-05,0.00014674363113461168
