IsCrash,A.X,A.Y,A.Pitch,A.Roll,A.Yaw,B.X,B.Y,B.Pitch,B.Roll,B.Yaw,C.X,C.Y,C.Pitch,C.Roll,C.Yaw
False,1.4486416578292847,-0.0002758789050858468,0.0026441811199623163,9.466127086342924e-05,4.7603452481192724e-05,-8.623025894165039,-18.31180763244629,0.0035232302131956183,0.00016391703598007547,6.656669544066287e-05,1.449001431465149,-0.00167083740234375,0.003459572621329466,0.00018981773435396672,4.752842593722211e-05
False,1.7360676527023315,-0.0003274535993114114,0.002316832518029792,9.438462916238552e-05,5.186011568406606e-05,-8.336181640625,-18.3049373626709,0.0032055373061537487,-0.0005683185855761222,0.005701954149038593,1.7364208698272705,-0.001999511616304517,0.0031319852546011578,0.0001892339267300192,5.178432264651503e-05
False,2.058102607727051,-0.00038360594771802425,0.0020189280405091587,9.416765410977418e-05,5.616675505902309e-05,-8.011096954345703,-18.2889347076416,0.003138899548379313,-0.0013432983181452627,0.01704085989056703,2.0584497451782227,-0.002366943284869194,0.002834081497632165,0.00018872509651926705,5.6089434559209503e-05
False,2.372147560119629,-0.00043670652667060494,0.0017888544359210595,9.398527341369834e-05,6.003170135346767e-05,-7.68726921081543,-18.269607543945312,0.003204941632346217,-0.001641572016617719,0.028167310532059855,2.37249755859375,-0.002722778357565403,0.0026041267366088304,0.00018834287341937362,5.995365000596164e-05
False,2.7209694385528564,-0.0004949950962327421,0.0015853642110470148,9.384932485123627e-05,6.403849971824168e-05,-7.318333625793457,-18.243703842163086,0.003313421989077511,-0.001772600140816107,0.0405043201360979,2.721320629119873,-0.0031179809011518955,0.0024006368614874784,0.00018798755222127825,6.396005377613726e-05
False,3.0887911319732666,-0.0005545043968595564,0.0014162062235839497,9.373148238558374e-05,6.800617500005622e-05,-6.918298244476318,-18.21109390258789,0.003424406036466603,-0.0018514294852344931,0.053472500948361146,3.0954906940460205,-0.0035403440706431866,0.0022289750416548157,0.00018771407232353313,6.79933075522923e-05
False,3.4504690170288086,-0.0006115722353570163,0.001284241589823957,9.365096091315619e-05,7.170364735730467e-05,-6.514012336730957,-18.17351722717285,0.0035144086784961205,-0.0019323892298439816,0.06616012354868449,3.450820207595825,-0.0039392090402543545,0.0020993948074701564,0.00018748956671957426,7.162358557358965e-05
False,3.823251247406006,-0.0006686401320621371,0.0011737344641337584,9.356637249951675e-05,7.533187935950667e-05,-6.086299896240234,-18.128854751586914,0.003586769233057427,-0.0020367852235369873,0.07914319457453443,3.8337230682373047,-0.004368591122329235,0.001986384000606524,0.000187316811344487,7.534775598474314e-05
False,4.218022346496582,-0.0007287597400136292,0.0010764598812861277,9.350653883655378e-05,7.904980823942052e-05,-5.621614933013916,-18.074684143066406,0.0036377902803092247,-0.0021720742269983355,0.09281794072227016,4.218366622924805,-0.00479888916015625,0.0018918512657736671,0.00018716827229643164,7.896901538666046e-05
False,4.652298927307129,-0.0007931518484838307,0.0009902713537534124,9.342313695541004e-05,8.287198582070502e-05,-5.097494602203369,-18.00653839111328,0.0036799908482130473,-0.002366485374787983,0.10792700057110903,4.652644157409668,-0.0052828979678452015,0.0018054247620111828,0.0001870160204978418,8.279120308747591e-05
False,5.055975914001465,-0.0008523559663444757,0.0009195803489899552,9.338200664563961e-05,8.640250767456308e-05,-4.598653316497803,-17.93474006652832,0.003707528525741433,-0.002573679441580515,0.12204110079768732,5.056320667266846,-0.005730285309255123,0.0017347334661947237,0.0001869011374395439,8.632162117756731e-05
False,5.461914539337158,-0.0009094238048419356,0.0008603333408636906,9.334030316025823e-05,8.964048384239316e-05,-4.06679630279541,-17.85084342956543,0.0037226672141916616,-0.0027925906751649536,0.13682503456714668,5.477617263793945,-0.0061965943314135075,0.0016714332926633857,0.00018678983777071023,8.980386346857386e-05
False,5.945160388946533,-0.0009759521344676614,0.0007941722678196605,9.32860999621766e-05,9.360767876585525e-05,-3.463517427444458,-17.74661636352539,0.0037271975810481517,-0.0030360036258147904,0.15328344415467499,5.945509910583496,-0.006712036207318306,0.0016092060842214616,0.00018668100290891257,9.352641436235401e-05
False,6.381336688995361,-0.001034545828588307,0.0007427930722280737,9.325198153858467e-05,9.694901440649317e-05,-2.8900554180145264,-17.638748168945312,0.0037232631329659547,-0.0032591768884055903,0.16864146477854033,6.381686687469482,-0.007191467098891735,0.0015579460819922124,0.0001865952712830422,9.68668199914365e-05
False,6.821796894073486,-0.0010916137835010886,0.0006963014113681147,9.321376669667406e-05,0.0001000994243763613,-2.300785541534424,-17.519010543823242,0.003713607267668861,-0.0034834147679904223,0.18414599713294844,6.822150707244873,-0.007674255408346653,0.0015114543606172368,0.0001865195778532216,0.00010001669582044387
False,7.292541980743408,-0.0011511229677125812,0.0006488561233240634,9.318246243464776e-05,0.00010351153922572704,-1.6605215072631836,-17.37883758544922,0.0036991830947824735,-0.0037177720537425246,0.20069308238693145,7.292890548706055,-0.008189392276108265,0.0014640092636991555,0.00018643721251765283,0.00010342868383920457
False,7.787938594818115,-0.0012124633649364114,0.0006017685176620972,9.315287541831835e-05,0.00010703542419761981,-0.9631091356277466,-17.214326858520508,0.0036796329474809014,-0.003963848050910261,0.2183824501696324,7.797458171844482,-0.008739013224840164,0.0014169216977050027,0.00018635894971866612,0.00010695325050032966
False,8.266249656677246,-0.0012704466935247183,0.0005618333749734596,9.311736113733423e-05,0.0001101393901212488,-0.3050945997238159,-17.04789924621582,0.0036597248806339955,-0.00418702095393025,0.23476938337828832,8.266593933105469,-0.009248046204447746,0.0013771055965531229,0.000186286338704541,0.00011005750087477948
